Approved symbol,UniProt ID(supplied by UniProt),NCBI Gene ID(supplied by NCBI)
LTBP4,Q8N2S1,8425
TMEM256,Q8N2U0,254863
SLC66A2,Q8N2U9,80148
PIAS4,Q8N2W9,51588
EXOC3-AS1,Q8N2X6,116349
RUSC2,Q8N2Y8,9853
CENPS,Q8N2Z9,378708
SVBP,Q8N300,374969
AGGF1,Q8N302,55109
MUC20,Q8N307,200958
LRRC43,Q8N309,254050
C6orf223,Q8N319,221416
NXPE1,Q8N323,120400
RPP38-DT,Q8N326,221060
PGBD3,Q8N328,267004
GPD1L,Q8N335,23171
ELMOD1,Q8N336,55531
MT1M,Q8N339,4499
MIER2,Q8N344,54531
OR2L13,Q8N349,284521
CBARP,Q8N350,255057
SLC35F6,Q8N357,54978
CIART,Q8N365,148523
SLC43A2,Q8N370,124935
KDM8,Q8N371,79831
LRRC25,Q8N386,126364
MUC15,Q8N387,143662
ARHGAP18,Q8N392,93663
ZNF786,Q8N393,136051
TMTC2,Q8N394,160335
VWA5B2,Q8N398,90113
PARP8,Q8N3A8,79668
ASCC3,Q8N3C0,10973
CLIP4,Q8N3C7,79745
EHBP1L1,Q8N3D4,254102
PLCD3,Q8N3E9,113026
MTURN,Q8N3F0,222166
MICALL1,Q8N3F8,85377
GPR137C,Q8N3F9,283554
TMEM130,Q8N3G9,222865
TAFA2,Q8N3H0,338811
BBS5,Q8N3I7,129880
METTL4,Q8N3J2,64863
HROB,Q8N3J3,78995
PPM1K,Q8N3J5,152926
CADM2,Q8N3J6,253559
ZNF664,Q8N3J9,144348
CMYA5,Q8N3K9,202333
TXLNB,Q8N3L3,167838
VPS8,Q8N3P4,23355
TCAIM,Q8N3R3,285343
PALS1,Q8N3R9,64398
PHTF2,Q8N3S3,57157
GALNT15,Q8N3T1,117248
TMEM132C,Q8N3T6,92293
STAG2,Q8N3U4,10735
SYNPO,Q8N3V7,11346
FNBP4,Q8N3X1,23360
LCORL,Q8N3X6,254251
FBXW8,Q8N3Y1,26259
LARGE2,Q8N3Y3,120071
SDR16C5,Q8N3Y7,195814
PRSS35,Q8N3Z0,167681
GTPBP8,Q8N3Z3,29083
ZCCHC7,Q8N3Z6,84186
STPG2,Q8N412,285555
SLC25A45,Q8N413,283130
PGBD5,Q8N414,79605
LILRB2,Q8N423,10288
NME8,Q8N427,51314
GALNT16,Q8N428,57452
RASGEF1C,Q8N431,255426
SVOPL,Q8N434,136306
CPXM2,Q8N436,119587
FGFRL1,Q8N441,53834
GUF1,Q8N442,60558
RIBC1,Q8N443,158787
ZNF843,Q8N446,283933
LNX2,Q8N448,222484
LRRC18,Q8N456,474354
FBXL16,Q8N461,146330
D2HGDH,Q8N465,728294
MFSD4A,Q8N468,148808
SFRP1,Q8N474,6422
FSTL5,Q8N475,56884
LIX1,Q8N485,167410
RYBP,Q8N488,23429
PNKD,Q8N490,25953
GALNT4,Q8N4A0,8693
PHETA1,Q8N4B1,144717
FBXO39,Q8N4B4,162517
PRR18,Q8N4B5,285800
NIN,Q8N4C6,51199
STX19,Q8N4C7,415117
MINK1,Q8N4C8,50488
C17orf78,Q8N4C9,284099
PDCL2,Q8N4E4,132954
FTMT,Q8N4E7,94033
BPIFB2,Q8N4F0,80341
SLC22A24,Q8N4F4,283238
RNF175,Q8N4F7,285533
ARL14,Q8N4G2,80117
SPATA6L,Q8N4H0,55064
TOMM5,Q8N4H5,401505
CARNMT1,Q8N4J0,138199
RPRML,Q8N4K4,388394
TMEM151A,Q8N4L1,256472
PIP4P2,Q8N4L2,55529
SPEM1,Q8N4L4,374768
CCDC24,Q8N4L8,149473
SLC44A3,Q8N4M1,126969
C10orf126,Q8N4M7,283080
KLHL36,Q8N4N3,79786
KIF2B,Q8N4N8,84643
TTC30B,Q8N4P2,150737
HDDC3,Q8N4P3,374659
LRRC71,Q8N4P6,149499
PTGR3,Q8N4Q0,284273
CHCHD4,Q8N4Q1,131474
CCDC82,Q8N4S0,79780
PAQR4,Q8N4S7,124222
MARVELD2,Q8N4S9,153562
CPA6,Q8N4T0,57094
ARHGEF39,Q8N4T4,84904
CBR4,Q8N4T8,84869
TCP11L2,Q8N4U5,255394
MMGT1,Q8N4V1,93380
SVOP,Q8N4V2,55530
DNAJC22,Q8N4W6,79962
ZNF808,Q8N4W9,388558
AFAP1L2,Q8N4X5,84632
CRACR2B,Q8N4Y2,283229
RAB42,Q8N4Z0,115273
TMEM199,Q8N511,147007
FBXL6,Q8N531,26233
LINC00471,Q8N535,151477
FIBCD1,Q8N539,84929
OGFOD1,Q8N543,55239
ZNF276,Q8N554,92822
AFAP1,Q8N556,60312
MREG,Q8N565,55686
ZCCHC9,Q8N567,84240
DCLK2,Q8N568,166614
OXR1,Q8N573,55074
TTC39C,Q8N584,125488
ZNF561,Q8N587,93134
MPND,Q8N594,84954
ZGPAT,Q8N5A5,84619
CERS5,Q8N5B7,91012
CALHM5,Q8N5C1,254228
SRBD1,Q8N5C6,55133
DTWD1,Q8N5C7,56986
TAB3,Q8N5C8,257397
WDTC1,Q8N5D0,23038
GBGT1,Q8N5D6,26301
NKAP,Q8N5F7,79576
SMIM20,Q8N5G0,389203
MACO1,Q8N5G2,55219
FAM89B,Q8N5H3,23625
SH2D3C,Q8N5H7,10044
ARRDC1,Q8N5I2,92714
KCNRG,Q8N5I3,283518
DHRSX,Q8N5I4,207063
NOPCHAP1,Q8N5I9,121053
MINDY1,Q8N5J2,55793
SPIC,Q8N5J4,121599
CISD2,Q8N5K1,493856
RPP25L,Q8N5L8,138716
ATPAF2,Q8N5M1,91647
TTC9C,Q8N5M4,283237
JAGN1,Q8N5M9,84522
C3orf22,Q8N5N4,152065
MRPL50,Q8N5N7,54534
ZC3H8,Q8N5P1,84524
GARIN5B,Q8N5Q1,284418
CCDC33,Q8N5R6,80125
SLC25A41,Q8N5S1,284427
C2orf73,Q8N5S3,129852
CAMKK1,Q8N5S9,84254
TBC1D19,Q8N5T2,55296
C11orf42,Q8N5U0,160298
MS4A15,Q8N5U1,219995
RNF10,Q8N5U6,9921
NGEF,Q8N5V2,25791
FAM24B,Q8N5W8,196792
RFLNB,Q8N5W9,359845
EIF4E3,Q8N5X7,317649
MSL3,Q8N5Y2,10943
PARP16,Q8N5Y8,54956
AADAT,Q8N5Z0,51166
KCTD17,Q8N5Z5,79734
DPP10,Q8N608,57628
TRAM1L1,Q8N609,133022
FHIP1B,Q8N612,84067
TMEM156,Q8N614,80008
LINC00311,Q8N616,197196
OR2C3,Q8N628,81472
MEIOB,Q8N635,254528
LZTR1,Q8N653,8216
NBPF15,Q8N660,284565
TMEM86B,Q8N661,255043
COMMD1,Q8N668,150684
ZBTB2,Q8N680,57621
DRAM1,Q8N682,55332
CPSF7,Q8N684,79869
DEFB125,Q8N687,245938
DEFB123,Q8N688,245936
DEFB119,Q8N690,245932
ESX1,Q8N693,80712
SLC5A8,Q8N695,160728
SLC15A4,Q8N697,121260
MYCT1,Q8N699,80177
IGSF1,Q8N6C5,3547
MIR7-3HG,Q8N6C7,284424
LILRA3,Q8N6C8,11026
RNF182,Q8N6D2,221687
ANKRD29,Q8N6D5,147463
CLDN19,Q8N6F1,149461
GCSAM,Q8N6F7,257144
METTL27,Q8N6F8,155368
TEX26,Q8N6G2,122046
CSGALNACT2,Q8N6G5,55454
ADAMTSL1,Q8N6G6,92949
ARFGAP2,Q8N6H7,84364
EID2,Q8N6I1,163126
TMEM251,Q8N6I4,26175
TEX29,Q8N6K0,121793
SAMD3,Q8N6K7,154075
KASH5,Q8N6L0,147872
KRTCAP2,Q8N6L1,200185
TMEM252,Q8N6L7,169693
OTUD6B,Q8N6M0,51633
FITM2,Q8N6M3,128486
ALLC,Q8N6M5,55821
AOPEP,Q8N6M6,84909
IQCF1,Q8N6M8,132141
ZFAND2A,Q8N6M9,90637
TTC9B,Q8N6N2,148014
C1orf52,Q8N6N3,148423
NATD1,Q8N6N6,256302
ACBD7,Q8N6N7,414149
IL22RA1,Q8N6P7,58985
TMCO5A,Q8N6Q1,145942
CD177,Q8N6Q3,57126
METTL25,Q8N6Q8,84190
METTL13,Q8N6R0,51603
SERP2,Q8N6R1,387923
ANKRD13C,Q8N6S4,81573
ARL6IP6,Q8N6S5,151188
C11orf80,Q8N6T0,79703
ARFGAP1,Q8N6T3,55738
SIRT6,Q8N6T7,51548
LINC00612,Q8N6U2,253128
GPR161,Q8N6U8,23432
C10orf53,Q8N6V4,282966
TEX9,Q8N6V9,374618
CELF5,Q8N6W0,60680
USHBP1,Q8N6Y0,83878
PCDH20,Q8N6Y1,64881
LRRC17,Q8N6Y2,10234
CCDC185,Q8N715,164127
ZNF655,Q8N720,79027
NPW,Q8N729,283869
KIR3DL3,Q8N743,115653
CSNK1A1L,Q8N752,122011
SLC66A3,Q8N755,130814
EMC1,Q8N766,23065
C14orf178,Q8N769,283579
ZNF525,Q8N782,170958
KLHDC1,Q8N7A1,122773
HORMAD2,Q8N7B1,150280
PACRGL,Q8N7B6,133015
EFCAB3,Q8N7B9,146779
LRRC52,Q8N7C0,440699
TRIML2,Q8N7C3,205860
TMEM217,Q8N7C4,221468
RNF148,Q8N7C7,378925
CBLL2,Q8N7E2,158506
UBL4B,Q8N7F7,164153
POU5F2,Q8N7G0,134187
LINC01465,Q8N7H1,283416
PAF1,Q8N7H5,54623
AMER2,Q8N7J2,219287
ZNF433,Q8N7K0,163059
FAM216B,Q8N7L0,144809
DYNLT5,Q8N7M0,200132
ZNF283,Q8N7M2,284349
FAM86B1,Q8N7N1,85002
PLD5,Q8N7P1,200150
CLDN22,Q8N7P3,53842
CELF2-AS1,Q8N7Q2,414196
ZNF676,Q8N7Q3,163223
NANOGP1,Q8N7R0,404635
POM121L12,Q8N7R1,285877
CCNYL1,Q8N7R7,151195
DNAJC5G,Q8N7S2,285126
ARIH2OS,Q8N7S6,646450
EFHB,Q8N7U6,151651
TPRX1,Q8N7U7,284355
LINC00469,Q8N7U9,283982
BEND7,Q8N7W2,222389
ADGB,Q8N7X0,79747
RBMXL3,Q8N7X1,139804
STPG3,Q8N7X2,441476
MAGEB6,Q8N7X4,158809
SIGLECL1,Q8N7X8,284369
KIRREL3-AS3,Q8N7Y1,283165
GOLGA6L1,Q8N7Z2,283767
ANKRD31,Q8N7Z5,256006
STPG4,Q8N801,285051
UBR7,Q8N806,55148
PDILT,Q8N807,204474
SLC35G3,Q8N808,146861
C12orf76,Q8N812,400073
C3orf56,Q8N813,285311
CNTD1,Q8N815,124817
KRT10-AS1,Q8N816,147184
PPM1N,Q8N819,147699
ZNF611,Q8N823,81856
TSPYL6,Q8N831,388951
TTLL6,Q8N841,284076
ZNF713,Q8N859,349075
C7orf31,Q8N865,136895
FRMD1,Q8N878,79981
ZNF614,Q8N883,80110
CGAS,Q8N884,115004
BCORP1,Q8N888,286554
ZNF366,Q8N895,167465
ANKRD44,Q8N8A2,91526
DDX51,Q8N8A6,317781
FAM169B,Q8N8A8,283777
TCEANC,Q8N8B7,170082
ZNF781,Q8N8C0,163115
PDCD7,Q8N8D1,10081
NKAIN3,Q8N8D7,286183
IRF1-AS1,Q8N8D9,441108
MAPKAPK5-AS1,Q8N8E1,51275
ZNF513,Q8N8E2,130557
CEP112,Q8N8E3,201134
YIPF7,Q8N8F6,285525
LSMEM1,Q8N8F7,286006
VGLL2,Q8N8G2,245806
LINC02915,Q8N8G6,400360
ZNF321P,Q8N8H1,399669
SAMD12,Q8N8I0,401474
LINC00482,Q8N8I6,284185
PI4KAP1,Q8N8J0,728233
ZNF615,Q8N8J6,284370
FAM241A,Q8N8J7,132720
KIAA1958,Q8N8K9,158405
ZNF491,Q8N8L2,126069
ARL10,Q8N8L6,285598
NAT16,Q8N8M0,375607
RNF152,Q8N8N0,220441
PTGR2,Q8N8N7,145482
CYB561D1,Q8N8Q1,284613
ENDOV,Q8N8Q3,284131
COX18,Q8N8Q8,285521
NIPA2,Q8N8Q9,81614
SLC25A29,Q8N8R3,123096
C2orf69,Q8N8R5,205327
ARL14EP,Q8N8R7,120534
ENAH,Q8N8S7,55740
CDYL2,Q8N8U2,124359
RTL3,Q8N8U3,203430
BMPER,Q8N8U9,168667
GBP7,Q8N8V2,388646
ANKS4B,Q8N8V4,257629
TMEM105,Q8N8V8,284186
PNPLA1,Q8N8W4,285848
MAB21L3,Q8N8X9,126868
ATP6V0D2,Q8N8Y2,245972
ZFP41,Q8N8Y5,286128
DIP2C-AS1,Q8N8Z3,414235
DCBLD1,Q8N8Z6,285761
ZNF441,Q8N8Z8,126068
DAND5,Q8N907,199699
PAK6-AS1,Q8N910,644809
C14orf180,Q8N912,400258
AMER3,Q8N944,205147
PRELID2,Q8N945,153768
GPATCH11,Q8N954,253635
ANKFN1,Q8N957,162282
CEP120,Q8N960,153241
ABTB2,Q8N961,25841
ZDHHC22,Q8N966,283576
LRTM2,Q8N967,654429
ZNF709,Q8N972,163051
MRPL43,Q8N983,84545
NECAB1,Q8N987,64168
ZNF557,Q8N988,79230
CCDC89,Q8N998,220388
C12orf29,Q8N999,91298
CNEP1R1,Q8N9A8,255919
ANKRD42,Q8N9B4,338699
JMY,Q8N9B5,133746
RASGEF1A,Q8N9B8,221002
IGSF22,Q8N9C0,283284
FAM133A,Q8N9E0,286499
NAT8L,Q8N9F0,339983
GDPD1,Q8N9F7,284161
ZNF454,Q8N9F8,285676
EXD3,Q8N9H8,54932
C1orf127,Q8N9H9,148345
SYT2,Q8N9I0,127833
FADS6,Q8N9I5,283985
DTX3,Q8N9I9,196403
ZNF565,Q8N9K5,147929
ZIC4,Q8N9L1,84107
ACOT4,Q8N9L9,122970
C19orf47,Q8N9M1,126526
TMEM102,Q8N9M5,284114
ASCC1,Q8N9N2,51008
BANP,Q8N9N5,54971
LRRC57,Q8N9N7,255252
EIF1AD,Q8N9N8,84285
C9orf163,Q8N9P6,158055
SREK1IP1,Q8N9Q2,285672
LINC00304,Q8N9R0,283860
CDRT4,Q8N9R6,284040
SCAI,Q8N9R8,286205
SNX31,Q8N9S9,169166
NKAPP1,Q8N9T2,158801
KRI1,Q8N9T8,65095
TC2N,Q8N9U0,123036
SPANXA2-OT1,Q8N9U9,619455
TRIML1,Q8N9V2,339976
WDSUB1,Q8N9V3,151525
ANKRD53,Q8N9V6,79998
TOPAZ1,Q8N9V7,375337
GOLGA6L2,Q8N9W4,283685
DNAAF3,Q8N9W5,352909
BOLL,Q8N9W6,66037
GARIN2,Q8N9W8,161142
LINC01356,Q8N9X3,100996702
LINC02912,Q8N9X5,641384
FAM181A,Q8N9Y4,90050
ZNF610,Q8N9Z0,162963
CCDC71L,Q8N9Z2,168455
LMNTD1,Q8N9Z9,160492
FSIP1,Q8NA03,161835
L3MBTL4,Q8NA19,91133
WDR31,Q8NA23,114987
MFSD2A,Q8NA29,84879
TERB1,Q8NA31,283847
ZNF383,Q8NA42,163087
CCDC63,Q8NA47,160762
IQUB,Q8NA54,154865
TTC29,Q8NA56,83894
C12orf50,Q8NA57,160419
PNLDC1,Q8NA58,154197
CBY2,Q8NA61,220082
CNBD1,Q8NA66,168975
TEX45,Q8NA69,374877
FAM47B,Q8NA70,170062
POC5,Q8NA72,134359
DCAF4L2,Q8NA75,138009
TEX19,Q8NA77,400629
MARCHF10,Q8NA82,162333
THAP8,Q8NA92,199745
FER1L6-AS1,Q8NA97,439941
ATG16L2,Q8NAA4,89849
LRRC75A,Q8NAA5,388341
LINC02694,Q8NAA6,400359
KBTBD3,Q8NAB2,143879
IL17RC,Q8NAC3,84818
LINC01555,Q8NAE3,439927
ZNF579,Q8NAF0,163033
ANKLE1,Q8NAG6,126549
LINC02913,Q8NAJ2,414318
ZSCAN4,Q8NAM6,201516
MIGA1,Q8NAN2,374986
CASTOR3,Q8NAP1,352954
ZBTB38,Q8NAP3,253461
ZBTB8B,Q8NAP8,728116
POMGNT2,Q8NAT1,84892
TDRD5,Q8NAT2,163589
FNDC5,Q8NAU1,252995
PRPF38A,Q8NAV1,84950
C8orf58,Q8NAV2,541565
KDF1,Q8NAX2,126695
SMYD1,Q8NB12,150572
USP38,Q8NB14,84640
ZNF511,Q8NB15,118472
MLKL,Q8NB16,197259
FAM184A,Q8NB25,79632
GATD1,Q8NB37,347862
ZNF527,Q8NB42,84503
ANKRD52,Q8NB46,283373
ATP11C,Q8NB49,286410
ZFP62,Q8NB50,643836
SYT14,Q8NB59,255928
UNC13C,Q8NB66,440279
KDM1B,Q8NB78,221656
SPATA5,Q8NB90,166378
FANCB,Q8NB91,2187
DTWD2,Q8NBA8,285605
ST20-AS1,Q8NBB2,283687
ZSCAN1,Q8NBB4,284312
C20orf203,Q8NBC4,284805
TMEM229B,Q8NBD8,161145
KLHL23,Q8NBE8,151230
GLIS1,Q8NBF1,148979
NHLRC2,Q8NBF2,374354
AVL9,Q8NBF6,23080
KY,Q8NBH2,339855
CYB561A3,Q8NBI2,220002
DRAXIN,Q8NBI3,374946
SLC43A3,Q8NBI5,29015
XXYLT1,Q8NBI6,152002
GOLM1,Q8NBJ4,51280
COLGALT1,Q8NBJ5,79709
SUMF2,Q8NBJ7,25870
SIDT2,Q8NBJ9,51092
SUMF1,Q8NBK3,285362
POGLUT1,Q8NBL1,56983
TMEM178A,Q8NBL3,130733
UBAC2,Q8NBM4,337867
PCYOX1L,Q8NBM8,78991
TMEM87A,Q8NBN3,25963
RDH13,Q8NBN7,112724
TTC13,Q8NBP0,79573
MFSD9,Q8NBP5,84804
PCSK9,Q8NBP7,255738
HSD17B11,Q8NBQ5,51170
AQP11,Q8NBQ7,282679
TP53I13,Q8NBR0,90313
MINDY2,Q8NBR6,54629
NDUFV1-DT,Q8NBR9,100505621
SLC4A11,Q8NBS3,83959
TXNDC5,Q8NBS9,81567
POC1A,Q8NBT0,25886
SPC24,Q8NBT2,147841
TMEM145,Q8NBT3,284339
ATAD1,Q8NBU5,84896
PLPP7,Q8NBV4,84814
SYT8,Q8NBV8,90019
SLC38A9,Q8NBW4,153129
SCCPDH,Q8NBX0,51097
INO80E,Q8NBZ0,283899
UXS1,Q8NBZ7,80146
NEXN-AS1,Q8NBZ9,374987
CLEC1A,Q8NC01,51267
ACBD4,Q8NC06,79777
RELL2,Q8NC24,285613
ZNF114,Q8NC26,163071
ZNF436-AS1,Q8NC38,148898
RNF149,Q8NC42,284996
RETREG2,Q8NC44,79137
SERBP1,Q8NC51,26135
C5orf15,Q8NC54,56951
LEMD2,Q8NC56,221496
NOA1,Q8NC60,84273
NETO2,Q8NC67,81831
KCTD6,Q8NC69,200845
RBBP8NL,Q8NC74,140893
NECAP1,Q8NC96,25977
FAM98A,Q8NCA5,25940
ZNF784,Q8NCA9,147808
CAMKV,Q8NCB2,79012
PLA2G15,Q8NCC3,23659
SLC37A3,Q8NCC5,84255
HJURP,Q8NCD3,55355
TSEN2,Q8NCE0,80746
MTMR14,Q8NCE2,64419
CLEC18C,Q8NCF0,283971
NFATC2IP,Q8NCF5,84901
CHST4,Q8NCG5,10164
DAGLB,Q8NCG7,221955
CHST14,Q8NCH0,113189
GLB1L3,Q8NCI6,112937
SPRYD3,Q8NCJ5,84926
ZNF485,Q8NCK3,220992
SLC16A11,Q8NCK7,162515
GALNT6,Q8NCL4,11226
TMEM116,Q8NCL8,89894
APCDD1L,Q8NCL9,164284
KCNH5,Q8NCM2,27133
DYNC2H1,Q8NCM8,79659
ZBTB34,Q8NCN2,403341
RNF169,Q8NCN4,254225
PDPR,Q8NCN5,55066
ZBTB44,Q8NCP5,29068
CSNK1G2-AS1,Q8NCQ2,255193
LINC00301,Q8NCQ3,283197
FBXO15,Q8NCQ5,201456
PROCA1,Q8NCQ7,147011
B3GALNT2,Q8NCR0,148789
C11orf65,Q8NCR3,160140
C9orf24,Q8NCR6,84688
CLRN3,Q8NCR9,119467
TMEM35B,Q8NCS4,100506144
SLC44A5,Q8NCS7,204962
ARRDC4,Q8NCT1,91947
KIAA0895,Q8NCT3,23366
CCDC197,Q8NCU1,256369
CCDC191,Q8NCU4,57577
C2CD4A,Q8NCU7,145741
MTLN,Q8NCU8,205251
ADAD2,Q8NCV1,161931
KREMEN2,Q8NCW0,79412
NAXE,Q8NCW5,128240
GALNT11,Q8NCW6,63917
CCDC150,Q8NCX0,284992
MSANTD4,Q8NCY6,84437
SMG8,Q8ND04,55181
BBOF1,Q8ND07,80127
CARMIL3,Q8ND23,90668
RNF214,Q8ND24,257160
ZNRF1,Q8ND25,84937
PPFIBP2,Q8ND30,8495
LSM14A,Q8ND56,26065
C3orf20,Q8ND61,84077
GIMAP8,Q8ND71,155038
CCNY,Q8ND76,219771
ZNF280C,Q8ND82,55609
SLAIN1,Q8ND83,122060
PNMA1,Q8ND90,9240
LRRN4CL,Q8ND94,221091
HMCN2,Q8NDA2,256158
MROH1,Q8NDA8,727957
BANK1,Q8NDB2,55024
FAM156A,Q8NDB6,29057
FAM156B,Q8NDB6,727866
MAPK1IP1L,Q8NDC0,93487
MORN4,Q8NDC4,118812
C1orf131,Q8NDD1,128061
TENT4B,Q8NDF8,64282
TDRD9,Q8NDG6,122402
CCDC168,Q8NDH2,643677
NPEPL1,Q8NDH3,79716
ICA1L,Q8NDH6,130026
EHBP1,Q8NDI1,23301
AGBL5,Q8NDL9,60509
CFAP43,Q8NDM7,80217
RCBTB1,Q8NDN9,55213
ZNF439,Q8NDP4,90594
ZNF540,Q8NDQ6,163255
RBM15B,Q8NDT2,29890
ST6GALNAC3,Q8NDV1,256435
GPR26,Q8NDV2,2849
SMC1B,Q8NDV3,27127
TNRC6A,Q8NDV7,27327
ZNF248,Q8NDW4,57209
TTC21A,Q8NDW8,199223
PSD4,Q8NDX1,23550
SLC17A8,Q8NDX2,246213
PHC3,Q8NDX5,80012
ZNF740,Q8NDX6,283337
LY6G5B,Q8NDX9,58496
ADPRHL1,Q8NDY3,113622
MDS2,Q8NDY4,259283
BHLHE23,Q8NDY6,128408
TMEM52,Q8NDY8,339456
BEND2,Q8NDZ0,139105
SIMC1,Q8NDZ2,375484
DIPK2A,Q8NDZ4,205428
TMEM161B,Q8NDZ6,153396
TMEM104,Q8NE00,54868
CNNM3,Q8NE01,26505
RGS22,Q8NE09,26166
NSUN7,Q8NE18,79730
SETD9,Q8NE22,133383
STKLD1,Q8NE28,169436
FAM13C,Q8NE31,220965
CPEB3,Q8NE35,22849
CHDH,Q8NE62,55349
HIPK4,Q8NE63,147746
ZNF738,Q8NE65,148203
ABCF1,Q8NE71,23
BVES,Q8NE79,11149
MCU,Q8NE86,90550
FBXO36,Q8NEA4,130888
C19orf18,Q8NEA5,147685
GLIS3,Q8NEA6,169792
GMCL2,Q8NEA9,64396
PLPP5,Q8NEB5,84513
ACRBP,Q8NEB7,84519
PIK3C3,Q8NEB9,5289
CATSPER1,Q8NEC5,117144
GSTCD,Q8NEC7,79807
KLHL30-AS1,Q8NEE0,394261
FBXL13,Q8NEE6,222235
TTC16,Q8NEE8,158248
CCDC112,Q8NEF3,153733
SRFBP1,Q8NEF9,153443
GARIN6,Q8NEG0,196472
C7orf57,Q8NEG2,136288
FAM83F,Q8NEG4,113828
ZSWIM2,Q8NEG5,151112
DENND6B,Q8NEG7,414918
MNS1,Q8NEH6,55329
DUSP18,Q8NEJ0,150290
NGDN,Q8NEJ9,25983
ZNF548,Q8NEK5,147694
TENT5D,Q8NEK8,169966
CCDC54,Q8NEL0,84692
DDHD1,Q8NEL9,80821
MCPH1,Q8NEM0,79648
ZNF680,Q8NEM1,340252
SHCBP1,Q8NEM2,79801
SUPT20H,Q8NEM7,55578
AGBL3,Q8NEM8,340351
ARMC2,Q8NEN0,84071
PDZD8,Q8NEN9,118987
DNAAF1,Q8NEP3,123872
KLHDC9,Q8NEP7,126823
ZNF555,Q8NEP9,148254
C1orf162,Q8NEQ5,128346
SRARP,Q8NEQ6,149563
TRPV1,Q8NER1,7442
ACVR1C,Q8NER5,130399
LFNG,Q8NES3,3955
DEFB124,Q8NES8,245937
DEFB108B,Q8NET1,245911
RTL9,Q8NET4,57529
NFAM1,Q8NET5,150372
CHST13,Q8NET6,166012
TRPV3,Q8NET8,162514
APPL2,Q8NEU8,55198
CSNK2A3,Q8NEV1,283106
MYO3A,Q8NEV4,53904
EXPH5,Q8NEV8,23086
IL27,Q8NEV9,246778
SLC30A7,Q8NEW0,148867
TMIE,Q8NEW7,259236
WFDC9,Q8NEX5,259240
WFDC11,Q8NEX6,259239
SDR9C7,Q8NEX9,121214
NAV1,Q8NEY1,89796
SPATA4,Q8NEY3,132851
ATP6V1C2,Q8NEY4,245973
PPHLN1,Q8NEY8,51535
VPS37A,Q8NEZ2,137492
WDR19,Q8NEZ3,57728
KMT2C,Q8NEZ4,58508
FBXO22,Q8NEZ5,26263
LPCAT1,Q8NF37,79888
DOCK8,Q8NF50,81704
ZMIZ2,Q8NF64,83637
ANKRD20A12P,Q8NF67,100874392
PRSS33,Q8NF86,260429
SYNE1,Q8NF91,23345
ZNF397,Q8NF99,84307
USP32,Q8NFA0,84669
NOXO1,Q8NFA2,124056
TMEM185A,Q8NFB2,84548
BOD1L1,Q8NFC6,259282
ANKK1,Q8NFD2,255239
ARID1B,Q8NFD5,57492
SLC24A4,Q8NFF2,123041
FLAD1,Q8NFF5,80308
FLCN,Q8NFG4,201163
NUP43,Q8NFH3,348995
NUP37,Q8NFH4,79023
NUP35,Q8NFH5,129401
REPS2,Q8NFH8,9185
ENGASE,Q8NFI3,64772
ST13P5,Q8NFI4,144106
GPRC5A,Q8NFJ5,9052
PROKR2,Q8NFJ6,128674
BHLHE22,Q8NFJ8,27319
BBS1,Q8NFJ9,582
GJC3,Q8NFK1,349149
B3GNT7,Q8NFL0,93010
ADCY4,Q8NFM4,196883
IL17RD,Q8NFM7,54756
GPR156,Q8NFN8,165829
PXT1,Q8NFP0,222659
MDGA1,Q8NFP4,266727
NUDT10,Q8NFP7,170685
NBEA,Q8NFP9,26960
BPIFB6,Q8NFQ5,128859
BPIFC,Q8NFQ6,254240
TOR1AIP2,"Q8NFQ8, Q9H496",163590
SPTSSB,Q8NFR3,165679
CCDC148,Q8NFR7,130940
IL17RE,Q8NFR9,132014
STEAP2,Q8NFT2,261729
DBF4B,Q8NFT6,80174
DNER,Q8NFT8,92737
BEST4,Q8NFU0,266675
BEST2,Q8NFU1,54831
TSTD1,Q8NFU3,100131187
FDCSP,Q8NFU4,260436
IPMK,Q8NFU5,253430
TET1,Q8NFU7,80312
ABHD11,Q8NFV4,83451
SPDYE1,Q8NFV5,285955
COL22A1,Q8NFW1,169044
DMBX1,Q8NFW5,127343
CMAS,Q8NFW8,55907
MYRIP,Q8NFW9,25924
STXBP6,Q8NFX7,29091
SEMA6D,Q8NFY4,80031
KBTBD8,Q8NFY9,84541
FBH1,Q8NFZ0,84893
NLGN4Y,Q8NFZ3,22829
NLGN2,Q8NFZ4,57555
TNIP2,Q8NFZ5,79155
VN1R2,Q8NFZ6,317701
CADM4,Q8NFZ8,199731
SLC26A10,Q8NG04,65012
TRIM58,Q8NG06,25893
HELB,Q8NG08,92797
TSPAN14,Q8NG11,81619
PJA1,Q8NG27,64219
KNL1,Q8NG31,57082
DEFB105A,Q8NG35,245908
DEFB105B,Q8NG35,504180
NPB,Q8NG41,256933
LINS1,Q8NG48,55180
RDM1,Q8NG50,201299
NEK11,Q8NG66,79858
TTL,Q8NG68,150465
OR5T1,Q8NG75,390155
OR2T33,Q8NG76,391195
OR2T12,Q8NG77,127064
OR8G5,Q8NG78,219865
OR2L5,Q8NG80,81466
OR2M7,Q8NG81,391196
OR2M3,Q8NG83,127062
OR2AK2,Q8NG84,391191
OR2L3,Q8NG85,391192
OR13H1,Q8NG92,347468
OR11H1,Q8NG94,81061
OR7G3,Q8NG95,390883
OR2Z1,Q8NG97,284383
OR7D4,Q8NG98,125958
